epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.9384375214576721,0.1777300238609314,0.9409176707267761,0.9356250166893005,0.9674999713897705,0.09374353289604187,0.969924807548523,0.9674999713897705
1,0.9399999976158142,0.17974494397640228,0.9432892203330994,0.9356250166893005,0.9775000214576721,0.07767269015312195,0.979899525642395,0.9750000238418579
2,0.9587500095367432,0.1278034895658493,0.9606546759605408,0.9537500143051147,0.9700000286102295,0.09396390616893768,0.9700000286102295,0.9700000286102295
3,0.9624999761581421,0.10754165053367615,0.9645211696624756,0.9599999785423279,0.9725000262260437,0.07700829207897186,0.9749373197555542,0.9725000262260437
4,0.9678124785423279,0.09092040359973907,0.9698681831359863,0.965624988079071,0.9725000262260437,0.09107163548469543,0.9748743772506714,0.9700000286102295
5,0.9743750095367432,0.07681359350681305,0.9761829972267151,0.973437488079071,0.9700000286102295,0.11163599044084549,0.9700000286102295,0.9700000286102295
6,0.9646875262260437,0.09719417244195938,0.9655280709266663,0.9628124833106995,0.9725000262260437,0.10867884755134583,0.9724310636520386,0.9700000286102295
7,0.973437488079071,0.08450604230165482,0.9752117991447449,0.9712499976158142,0.9674999713897705,0.08340788632631302,0.9674185514450073,0.9649999737739563
8,0.9750000238418579,0.08449706435203552,0.9765037298202515,0.9740625023841858,0.9700000286102295,0.08437280356884003,0.9773299694061279,0.9700000286102295
9,0.9793750047683716,0.06130991876125336,0.9814988970756531,0.9781249761581421,0.9775000214576721,0.07178179919719696,0.9799498915672302,0.9775000214576721
10,0.9762499928474426,0.06315390020608902,0.9789639115333557,0.9743750095367432,0.9750000238418579,0.07319112122058868,0.9773869514465332,0.9725000262260437
11,0.9846875071525574,0.04926066845655441,0.9852756857872009,0.9828125238418579,0.9674999713897705,0.0677872747182846,0.9674999713897705,0.9674999713897705
12,0.9840624928474426,0.051961321383714676,0.9846539497375488,0.9825000166893005,0.9750000238418579,0.059836965054273605,0.9774436354637146,0.9750000238418579
13,0.9834374785423279,0.05208757892251015,0.9846635460853577,0.9831249713897705,0.9800000190734863,0.06056065112352371,0.9800000190734863,0.9800000190734863
14,0.979687511920929,0.05638755485415459,0.9808956980705261,0.9787499904632568,0.9800000190734863,0.0657901018857956,0.9800000190734863,0.9800000190734863
15,0.9818750023841858,0.04977985471487045,0.9833908081054688,0.9806249737739563,0.9800000190734863,0.06195686385035515,0.9799498915672302,0.9775000214576721
16,0.9871875047683716,0.03923361375927925,0.9871875047683716,0.9871875047683716,0.9700000286102295,0.07617735862731934,0.9724310636520386,0.9700000286102295
17,0.9868749976158142,0.041854869574308395,0.9874686598777771,0.9850000143051147,0.9850000143051147,0.06324798613786697,0.9849624037742615,0.9825000166893005
18,0.9850000143051147,0.046744998544454575,0.9855889678001404,0.9831249713897705,0.9800000190734863,0.07084265351295471,0.9824561476707458,0.9800000190734863
19,0.989062488079071,0.03843387961387634,0.9893617033958435,0.9881250262260437,0.9825000166893005,0.06194070354104042,0.9849624037742615,0.9825000166893005
20,0.9853125214576721,0.04691336303949356,0.98591548204422,0.984375,0.9775000214576721,0.06333290785551071,0.9775000214576721,0.9775000214576721
21,0.987500011920929,0.03726237639784813,0.9890419244766235,0.9871875047683716,0.9800000190734863,0.05780850350856781,0.9800000190734863,0.9800000190734863
22,0.9868749976158142,0.04142972081899643,0.9877781271934509,0.9850000143051147,0.9800000190734863,0.06456930935382843,0.9800000190734863,0.9800000190734863
23,0.9887499809265137,0.035044603049755096,0.9896745681762695,0.9884374737739563,0.9850000143051147,0.06045032665133476,0.9850000143051147,0.9850000143051147
24,0.9903125166893005,0.03370741382241249,0.9903033971786499,0.9893749952316284,0.9750000238418579,0.06702211499214172,0.9774436354637146,0.9750000238418579
