epoch,accuracy,loss,val_accuracy,val_loss
0,0.2504156827926636,1.927168369293213,0.26861703395843506,1.775227665901184
1,0.2667109966278076,1.7698127031326294,0.26861703395843506,1.7631480693817139
2,0.2683737874031067,1.7588984966278076,0.26861703395843506,1.752579689025879
3,0.26371797919273376,1.748923897743225,0.2632978856563568,2.147815704345703
4,0.2680412232875824,1.7394514083862305,0.26861703395843506,1.7321346998214722
