epoch,accuracy,loss,val_accuracy,val_loss
0,0.268706351518631,1.927346110343933,0.26861703395843506,1.7787703275680542
1,0.2683737874031067,1.7725601196289062,0.26861703395843506,1.7664233446121216
2,0.2683737874031067,1.7609834671020508,0.26861703395843506,1.7548487186431885
3,0.2683737874031067,1.7495009899139404,0.26861703395843506,1.7431600093841553
4,0.2680412232875824,1.7379467487335205,0.26861703395843506,1.731473684310913
