epoch,accuracy,loss,val_accuracy,val_loss
0,0.2549999952316284,1.8682781457901,0.25,1.735253930091858
1,0.26249998807907104,1.6928901672363281,0.25,1.6483153104782104
2,0.24562500417232513,1.618693232536316,0.24166665971279144,1.5817703008651733
3,0.2668749988079071,1.557732105255127,0.2616666555404663,1.5361511707305908
4,0.2574999928474426,1.520790457725525,0.25,1.5086555480957031
5,0.25999999046325684,1.496324062347412,0.22333332896232605,1.4859538078308105
6,0.2603124976158142,1.4723907709121704,0.3083333373069763,1.4616223573684692
7,0.2565625011920929,1.457382082939148,0.28333333134651184,1.4608463048934937
8,0.2409375011920929,1.4461115598678589,0.25,1.4387348890304565
9,0.2578125,1.4327996969223022,0.25,1.426026463508606
10,0.2459374964237213,1.4270751476287842,0.25,1.4299263954162598
11,0.2581250071525574,1.420804500579834,0.18833333253860474,1.4255735874176025
12,0.24312500655651093,1.4142045974731445,0.25,1.4113558530807495
13,0.25093749165534973,1.4103455543518066,0.23999999463558197,1.4130046367645264
14,0.2578125,1.414717435836792,0.25,1.408512830734253
15,0.2528125047683716,1.4056997299194336,0.25,1.4060113430023193
16,0.2528125047683716,1.4025799036026,0.25,1.4072388410568237
17,0.2593750059604645,1.398960828781128,0.25,1.4005545377731323
18,0.25593748688697815,1.3959572315216064,0.25,1.3915989398956299
19,0.25468748807907104,1.3945857286453247,0.25,2.058180809020996
20,0.25343748927116394,1.3997822999954224,0.27166667580604553,1.3945828676223755
21,0.25468748807907104,1.3935585021972656,0.2566666603088379,1.3925806283950806
22,0.24375000596046448,1.3928371667861938,0.25,1.4185932874679565
23,0.25312501192092896,1.3923351764678955,0.25,1.391107439994812
24,0.26093751192092896,1.3943499326705933,0.25,1.4209505319595337
25,0.25093749165534973,1.3942352533340454,0.25,1.405462384223938
26,0.24406249821186066,1.3914132118225098,0.25,1.3894068002700806
27,0.24500000476837158,1.3969873189926147,0.25,1.3919414281845093
28,0.24187499284744263,1.3905802965164185,0.25,1.389410138130188
29,0.23656250536441803,1.3914210796356201,0.25,1.463119387626648
30,0.24281249940395355,1.390526533126831,0.2199999988079071,1.389138102531433
31,0.2459374964237213,1.3887518644332886,0.25,1.38792884349823
32,0.2462500035762787,1.3876893520355225,0.25,1.44572913646698
33,0.2524999976158142,1.3947573900222778,0.25,8.646659851074219
34,0.2606250047683716,1.392671823501587,0.24666666984558105,1.3930515050888062
35,0.24656249582767487,1.3896580934524536,0.22833333909511566,1.3903886079788208
36,0.2581250071525574,1.3904510736465454,0.22499999403953552,1.393837571144104
37,0.2540625035762787,1.3889354467391968,0.23666666448116302,1.3995745182037354
38,0.24437500536441803,1.3883837461471558,0.25,1.3873138427734375
39,0.24500000476837158,1.3872337341308594,0.25,1.3868846893310547
40,0.24562500417232513,1.3872891664505005,0.25,1.8897699117660522
41,0.25218749046325684,1.3889439105987549,0.23999999463558197,1.394844889640808
42,0.2503125071525574,1.3870155811309814,0.20000000298023224,1.3936113119125366
43,0.2421875,1.3873556852340698,0.24166665971279144,1.3911999464035034
44,0.23874999582767487,1.388677716255188,0.25,1.3875845670700073
45,0.23749999701976776,1.3868305683135986,0.25,1.3865247964859009
46,0.24156250059604645,1.3866795301437378,0.24833333492279053,1.3865165710449219
47,0.2381249964237213,1.3866043090820312,0.1899999976158142,1.3864812850952148
48,0.25843751430511475,1.3876606225967407,0.2433333396911621,1.3875960111618042
49,0.24062499403953552,1.3869587182998657,0.25,1.3862866163253784
50,0.24281249940395355,1.3867629766464233,0.25,1.386570930480957
51,0.24531249701976776,1.3872390985488892,0.25,1.3872979879379272
52,0.2574999928474426,1.3867292404174805,0.20999999344348907,1.386843204498291
53,0.2475000023841858,1.3864938020706177,0.25,1.4136890172958374
54,0.23593750596046448,1.387156367301941,0.25,1.3867703676223755
55,0.24062499403953552,1.3869128227233887,0.25,1.3867639303207397
56,0.23906250298023224,1.386802077293396,0.25,1.386680006980896
57,0.24281249940395355,1.3865786790847778,0.25,1.386724591255188
58,0.2512499988079071,1.3864402770996094,0.25,1.3864229917526245
59,0.2515625059604645,1.3864471912384033,0.25,1.386967420578003
