epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.43687498569488525,0.0010000000474974513,2.4451119899749756,0.25,3.179867744445801
1,0.49437499046325684,0.0010000000474974513,2.2905728816986084,0.2549999952316284,3.4504897594451904
2,0.5043749809265137,0.0010000000474974513,2.1585946083068848,0.2549999952316284,3.4072134494781494
3,0.5325000286102295,0.0010000000474974513,2.0266993045806885,0.2199999988079071,3.0502219200134277
4,0.5293750166893005,0.0010000000474974513,1.9209089279174805,0.2549999952316284,3.6118829250335693
5,0.5575000047683716,0.0010000000474974513,1.8037055730819702,0.2549999952316284,3.0029807090759277
6,0.543749988079071,0.0010000000474974513,1.761834979057312,0.25,2.8162271976470947
7,0.5481250286102295,0.0010000000474974513,1.6834858655929565,0.2549999952316284,3.315276861190796
8,0.6081249713897705,0.0010000000474974513,1.5415164232254028,0.2849999964237213,3.0237836837768555
9,0.5987499952316284,0.0010000000474974513,1.5295498371124268,0.41999998688697815,1.6995271444320679
10,0.6187499761581421,0.0010000000474974513,1.447536826133728,0.48500001430511475,1.5992212295532227
11,0.6137499809265137,0.0010000000474974513,1.4050368070602417,0.25,2.289015769958496
12,0.6443750262260437,0.0010000000474974513,1.3362525701522827,0.5600000023841858,1.4259405136108398
13,0.6468750238418579,0.0010000000474974513,1.3092825412750244,0.5849999785423279,1.4107040166854858
14,0.6468750238418579,0.0010000000474974513,1.2869361639022827,0.26499998569488525,2.2595107555389404
15,0.6493750214576721,0.0010000000474974513,1.2976757287979126,0.27000001072883606,1.880176067352295
16,0.6662499904632568,0.0010000000474974513,1.2382762432098389,0.44999998807907104,1.8270745277404785
17,0.6581249833106995,0.0010000000474974513,1.2314751148223877,0.4000000059604645,1.7552731037139893
18,0.6800000071525574,0.0010000000474974513,1.1739825010299683,0.6399999856948853,1.3225882053375244
19,0.6756250262260437,0.0010000000474974513,1.1911282539367676,0.550000011920929,1.4004946947097778
20,0.6818749904632568,0.0010000000474974513,1.1509603261947632,0.5,1.4960768222808838
21,0.6487500071525574,0.0010000000474974513,1.2141422033309937,0.6000000238418579,1.4603233337402344
22,0.6468750238418579,0.0010000000474974513,1.2228213548660278,0.6399999856948853,1.304419755935669
23,0.6818749904632568,0.0010000000474974513,1.1805776357650757,0.5649999976158142,1.411345362663269
24,0.6881250143051147,0.0010000000474974513,1.1509350538253784,0.48500001430511475,1.5178136825561523
25,0.6931250095367432,0.0010000000474974513,1.1337109804153442,0.44999998807907104,1.7263360023498535
26,0.6993749737739563,0.0010000000474974513,1.1203293800354004,0.4749999940395355,1.7632414102554321
27,0.7131249904632568,0.0010000000474974513,1.0901365280151367,0.550000011920929,1.683836817741394
28,0.7118750214576721,0.000800000037997961,1.1173378229141235,0.4050000011920929,2.1926207542419434
29,0.7124999761581421,0.000800000037997961,1.0918114185333252,0.5099999904632568,1.3980929851531982
30,0.6968749761581421,0.000800000037997961,1.0712287425994873,0.5400000214576721,1.6930344104766846
31,0.7200000286102295,0.000800000037997961,1.0466135740280151,0.675000011920929,1.1788432598114014
32,0.7093750238418579,0.000800000037997961,1.064144253730774,0.6700000166893005,1.1879230737686157
33,0.7362499833106995,0.000800000037997961,1.0037431716918945,0.3499999940395355,2.2881124019622803
34,0.7118750214576721,0.000800000037997961,1.0264376401901245,0.5799999833106995,1.3753540515899658
35,0.7437499761581421,0.000800000037997961,0.9927161335945129,0.41999998688697815,2.575140953063965
36,0.7212499976158142,0.000800000037997961,1.036728024482727,0.46000000834465027,1.8846256732940674
37,0.7200000286102295,0.000640000042039901,1.0351574420928955,0.5049999952316284,1.5608744621276855
38,0.7574999928474426,0.000640000042039901,0.9831966161727905,0.6499999761581421,1.203255295753479
39,0.7418749928474426,0.000640000042039901,1.0018912553787231,0.5249999761581421,1.4594755172729492
40,0.7549999952316284,0.000640000042039901,0.9491251111030579,0.6299999952316284,1.2104777097702026
41,0.7681249976158142,0.000640000042039901,0.9658893346786499,0.48500001430511475,2.0374138355255127
